0.773956, 0.438878
0.858598, 0.697368
0.094177, 0.975622
0.761140, 0.786064
0.128114, 0.450386
0.370798, 0.926765
0.643865, 0.822762
0.443414, 0.227239
0.554585, 0.063817
0.827631, 0.631664
0.758088, 0.354526
0.970698, 0.893121
0.778383, 0.194639
0.466721, 0.043804
0.154289, 0.683049
0.744762, 0.967510
0.325825, 0.370460
0.469556, 0.189471
0.129922, 0.475705
0.226909, 0.669814
0.437152, 0.832678
0.700265, 0.312367
0.832260, 0.804764
0.387478, 0.288328
0.682496, 0.139752
0.199908, 0.007362
0.786924, 0.664851
0.705165, 0.780729
0.458916, 0.568741
0.139797, 0.114530
0.668403, 0.471096
0.565236, 0.764999
0.634718, 0.553579
0.559207, 0.303950
0.030818, 0.436717
0.214585, 0.408529
0.853403, 0.233939
0.058303, 0.281384
0.293594, 0.661917
0.557032, 0.783898
0.664314, 0.406387
0.814020, 0.166973
0.022712, 0.090048
0.722359, 0.461877
0.161272, 0.501045
0.152312, 0.696320
0.446156, 0.381021
0.301512, 0.630283
0.361813, 0.087650
0.118006, 0.961898
0.908581, 0.699707
0.265870, 0.969176
0.778751, 0.716890
0.449362, 0.272242
0.096391, 0.902602
0.455776, 0.202363
0.305957, 0.579220
0.176773, 0.856614
0.758520, 0.719463
0.432093, 0.627309
0.380014921900712, 0.891789457828287
0.525752769146028, 0.560510361026499
0.236123407115062, 0.023858079140782
0.325142928761160, 0.136697392986467
0.510223845837201, 0.998683568192552
0.674479697345870, 0.181843496823144
0.893571536582988, 0.796759921421640
0.734401691893978, 0.906593649897561
0.762885483833071, 0.789747637461763
0.353786977841604, 0.980976573072127
0.961900937898226, 0.161184653304019
0.754004071651872, 0.715150898237453
0.461406697741978, 0.530355716123445
0.490013921850191, 0.924832072094570
0.500841062630655, 0.831524489791812
0.353924204868716, 0.882850918581253
0.899700588756626, 0.461012164881638
0.567705070420244, 0.920330439191929
